"시군구별","용도지역및이용현황별","항목","단위","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월",
"함안군","평균","지가변동률[%]","%",".159",".19",".173",".168",".158",".152",".141",".125",".098",".088",".064",
"함안군","주거지역","지가변동률[%]","%",".211",".174",".054",".119",".031",".122",".271",".062",".081","-.07","-.085",
"함안군","상업지역","지가변동률[%]","%",".151",".017",".052",".026",".017",".115",".334",".015",".008","-.003","-.014",
"함안군","공업지역","지가변동률[%]","%",".082",".078",".263",".325",".219",".411",".223",".22",".102",".114",".104",
"함안군","녹지지역","지가변동률[%]","%",".215",".191",".037",".025",".096",".102",".232",".117",".034",".032",".035",
"함안군","보전관리지역","지가변동률[%]","%",".205",".158",".054",".068",".162",".07",".055",".012",".055",".024",".034",
"함안군","생산관리지역","지가변동률[%]","%",".21",".127",".059",".049",".08",".065",".087",".059",".047",".032",".052",
"함안군","계획관리지역","지가변동률[%]","%",".165",".265",".309",".289",".235",".122",".086",".159",".174",".166",".108",
"함안군","농림지역","지가변동률[%]","%",".13",".19",".079",".019",".107",".117",".102",".104",".034",".081",".068",
"함안군","자연환경보전지역","지가변동률[%]","%",".112",".122","0",".013",".147",".056","0","0",".013",".018",".018",
"함안군","전","지가변동률[%]","%",".182",".19",".149",".124",".12",".11",".156",".118",".087",".121",".138",
"함안군","답","지가변동률[%]","%",".155",".19",".105",".052",".182",".141",".108",".126",".065",".096",".089",
"함안군","주거용(대)","지가변동률[%]","%",".134",".113",".225",".18",".124",".078",".197",".077",".101","-.075","-.141",
"함안군","상업용(대)","지가변동률[%]","%",".204",".146",".046",".245",".04",".138",".345",".022",".034","-.007","-.013",
"함안군","임야","지가변동률[%]","%",".168",".281",".109",".047",".116",".037","-.03",".113",".125",".01",".024",
"함안군","공장용지","지가변동률[%]","%",".025",".147",".254",".314",".279",".334",".18",".12",".224",".183",".175",
"창녕군","평균","지가변동률[%]","%",".117",".181",".176",".163",".157",".147",".151",".115",".087",".081",".062",
"창녕군","주거지역","지가변동률[%]","%",".092",".166",".151",".183",".129",".129",".185",".104",".029","-.018","-.005",
"창녕군","상업지역","지가변동률[%]","%",".198",".018",".131",".136",".229",".121",".196",".081",".035","-.01","-.002",
"창녕군","공업지역","지가변동률[%]","%",".015",".511",".121",".143",".377",".489",".456",".227",".197",".138",".079",
"창녕군","녹지지역","지가변동률[%]","%",".132",".204",".186",".191",".134",".118",".076",".132",".062",".077",".103",
"창녕군","보전관리지역","지가변동률[%]","%",".098",".05",".159",".123",".077",".101",".106",".062",".05",".049",".052",
"창녕군","생산관리지역","지가변동률[%]","%",".16",".045",".211",".158",".088",".128",".111",".09",".142",".059",".084",
"창녕군","계획관리지역","지가변동률[%]","%",".134",".194",".214",".176",".152",".123",".121",".1",".101",".102",".053",
"창녕군","농림지역","지가변동률[%]","%",".117",".189",".166",".149",".17",".146",".142",".126",".099",".135",".094",
"창녕군","자연환경보전지역","지가변동률[%]","%",".201",".06","0",".118",".094",".024",".266",".265",".265",".176",".081",
"창녕군","전","지가변동률[%]","%",".128",".13",".246",".092",".151",".131",".136",".12",".223",".134",".096",
"창녕군","답","지가변동률[%]","%",".003",".206",".221",".172",".193",".131",".126",".108",".138",".157",".112",
"창녕군","주거용(대)","지가변동률[%]","%",".282",".172",".187",".338",".16",".186",".15",".141","-.015","-.023","-.012",
"창녕군","상업용(대)","지가변동률[%]","%",".109",".035",".218","-.096",".129",".076",".241",".073",".031","-.021","-.006",
"창녕군","임야","지가변동률[%]","%",".103",".101",".075",".225",".063",".261",".114",".113",".05",".074",".023",
"창녕군","공장용지","지가변동률[%]","%",".031",".145",".033",".152","-.173",".441",".841",".094",".256",".105",".128",
"고성군","평균","지가변동률[%]","%",".155",".158",".173",".18",".163",".154",".151",".128",".077",".082",".065",
"고성군","주거지역","지가변동률[%]","%",".126",".114",".129",".091",".116",".204",".087","-.025",".07","-.111","-.073",
"고성군","상업지역","지가변동률[%]","%",".031",".2",".081",".183",".041",".12",".079","0","0","-.084","-.078",
"고성군","공업지역","지가변동률[%]","%",".152",".05",".141",".151",".022",".109",".04",".154",".059",".148",".073",
"고성군","녹지지역","지가변동률[%]","%",".174",".108",".177",".202",".218",".136",".182",".206",".137",".202",".202",
"고성군","보전관리지역","지가변동률[%]","%",".055",".084",".173",".175",".156",".035",".075",".07",".057",".122",".035",
"고성군","생산관리지역","지가변동률[%]","%",".151",".106",".115",".137",".156",".091",".103",".089",".08",".117",".027",
"고성군","계획관리지역","지가변동률[%]","%",".21",".174",".192",".231",".206",".178",".186",".177",".069",".121",".084",
"고성군","농림지역","지가변동률[%]","%",".124",".211",".188",".166",".165",".13",".173",".139",".096",".09",".094",
"고성군","자연환경보전지역","지가변동률[%]","%",".078",".078",".179",".127",".098",".153",".128",".08",".05",".07",".066",
"고성군","전","지가변동률[%]","%",".187",".183",".207",".204",".188",".211",".199",".182",".213",".21",".107",
"고성군","답","지가변동률[%]","%",".17",".189",".192",".201",".197",".163",".178",".211",".141",".178",".102",
"고성군","주거용(대)","지가변동률[%]","%",".142",".169",".177",".194",".154",".14",".13","-.026","-.203","-.13","-.055",
"고성군","상업용(대)","지가변동률[%]","%",".017",".016",".065",".114",".029",".064",".042","0",".186","-.063","-.043",
"고성군","임야","지가변동률[%]","%",".073",".112",".102",".121",".155",".047",".076",".053",".073",".069",".059",
"고성군","공장용지","지가변동률[%]","%",".221",".026",".077",".178",".108",".049",".038",".184","-.007",".196",".143",
"남해군","평균","지가변동률[%]","%",".309",".33",".313",".298",".297",".287",".274",".252",".196",".125",".075",
"남해군","주거지역","지가변동률[%]","%",".295",".299",".287",".309",".299",".269",".227",".235",".196","-.046","-.01",
"남해군","상업지역","지가변동률[%]","%",".212",".245",".206",".181",".173",".185",".092",".15",".136",".047","-.008",
"남해군","녹지지역","지가변동률[%]","%",".283",".297",".255",".287",".295",".234",".253",".213",".202",".141",".118",
"남해군","보전관리지역","지가변동률[%]","%",".251",".323",".235",".257",".242",".217",".245",".21",".086",".114",".075",
"남해군","생산관리지역","지가변동률[%]","%",".303",".343",".323",".291",".297",".281",".274",".256",".187",".141",".083",
"남해군","계획관리지역","지가변동률[%]","%",".348",".37",".366",".348",".335",".349",".327",".297",".234",".163",".093",
"남해군","농림지역","지가변동률[%]","%",".272",".285",".251",".212",".246",".192",".223",".191",".159",".111",".076",
"남해군","자연환경보전지역","지가변동률[%]","%",".166",".065",".089",".089",".125",".08",".08",".077",".068",".05","-.009",
"남해군","전","지가변동률[%]","%",".427",".405",".326",".421",".408",".346",".304",".336",".288",".288",".215",
"남해군","답","지가변동률[%]","%",".398",".41",".401",".299",".343",".336",".378",".335",".239",".195",".136",
"남해군","주거용(대)","지가변동률[%]","%",".225",".266",".256",".293",".286",".275",".246",".166",".086","-.108","-.13",
"남해군","상업용(대)","지가변동률[%]","%",".166",".17",".254","0",".136",".161",".026",".084",".107",".041","-.007",
"남해군","임야","지가변동률[%]","%",".087",".164",".128",".086",".107",".098",".081",".038",".077",".044",".014",
"하동군","평균","지가변동률[%]","%",".128",".158",".171",".148",".155",".14",".123",".1",".1",".062",".027",
"하동군","주거지역","지가변동률[%]","%",".22",".2",".204",".144",".148",".221",".131",".117",".071",".017","-.041",
"하동군","상업지역","지가변동률[%]","%",".017",".029",".154",".145",".106",".078",".075",".094",".098",".052","-.01",
"하동군","공업지역","지가변동률[%]","%","0","0",".024","0","0","0","0",".032",".023","0","-.006",
"하동군","녹지지역","지가변동률[%]","%",".113",".177","0",".126",".134",".126",".175",".083",".114",".118",".036",
"하동군","보전관리지역","지가변동률[%]","%",".105",".176",".165",".124",".137",".126",".103",".095",".111",".046",".028",
"하동군","생산관리지역","지가변동률[%]","%",".131",".129",".14",".083",".098",".111",".108",".1",".103",".043",".024",
"하동군","계획관리지역","지가변동률[%]","%",".142",".177",".202",".163",".178",".158",".136",".114",".122",".079",".043",
"하동군","농림지역","지가변동률[%]","%",".127",".159",".184",".171",".178",".135",".128",".094",".092",".066",".038",
"하동군","자연환경보전지역","지가변동률[%]","%","0",".071",".04",".135",".016",".035",".04",".031",".019",".013","-.009",
"하동군","전","지가변동률[%]","%",".175",".198",".217",".206",".156",".171",".129",".132",".132",".131",".067",
"하동군","답","지가변동률[%]","%",".121",".204",".204",".178",".189",".143",".145",".088",".127",".097",".082",
"하동군","주거용(대)","지가변동률[%]","%",".125",".16",".177",".125",".147",".142",".131",".107",".023","-.109","-.109",
"하동군","상업용(대)","지가변동률[%]","%",".001",".08",".133",".119",".183",".034",".004",".078",".066",".083","-.02",
"하동군","임야","지가변동률[%]","%",".094",".101",".082",".037",".091",".111",".072",".076",".097",".032",".011",
"하동군","공장용지","지가변동률[%]","%",".019","0",".035",".156","0","0",".034",".051",".045","0","0",
"산청군","평균","지가변동률[%]","%",".15",".173",".177",".154",".147",".145",".108",".103",".101",".089",".045",
"산청군","주거지역","지가변동률[%]","%",".206",".261",".242",".274",".261",".172",".168",".15",".132",".02",".012",
"산청군","상업지역","지가변동률[%]","%",".045",".048",".03",".064",".109",".168",".151",".128",".101",".056","-.027",
"산청군","공업지역","지가변동률[%]","%",".044",".135",".111",".023",".023",".111",".09",".089",".067",".026",".034",
"산청군","녹지지역","지가변동률[%]","%",".235",".303",".281",".267",".232",".208",".135",".149",".178",".199",".091",
"산청군","보전관리지역","지가변동률[%]","%",".205",".187",".197",".171",".179",".116",".134",".12",".12",".116",".073",
"산청군","생산관리지역","지가변동률[%]","%",".167",".232",".227",".187",".184",".173",".138",".142",".13",".106",".063",
"산청군","계획관리지역","지가변동률[%]","%",".133",".13",".147",".117",".115",".164",".103",".098",".098",".115",".062",
"산청군","농림지역","지가변동률[%]","%",".149",".199",".199",".162",".139",".101",".076",".081",".076",".05",".02",
"산청군","자연환경보전지역","지가변동률[%]","%","0",".039",".018","0",".093",".048",".036",".033",".011",".034","-.03",
"산청군","전","지가변동률[%]","%",".172",".185",".154",".184",".241",".223",".121",".103",".127",".226",".155",
"산청군","답","지가변동률[%]","%",".152",".234",".178",".148",".121",".197",".131",".098",".123",".139",".107",
"산청군","주거용(대)","지가변동률[%]","%",".147",".175",".176",".171",".176",".177",".129",".108",".062","-.102","-.104",
"산청군","상업용(대)","지가변동률[%]","%",".083",".172",".123",".088",".062",".1",".106",".118",".132",".055","-.012",
"산청군","임야","지가변동률[%]","%",".188",".175",".271",".137",".102",".044",".063",".116",".077",".071",".029",
"산청군","공장용지","지가변동률[%]","%","0","0","0","0","0","0",".396","0",".049",".038",".038",
"함양군","평균","지가변동률[%]","%",".144",".162",".154",".15",".154",".151",".143",".137",".127",".097",".045",
"함양군","주거지역","지가변동률[%]","%",".186",".116",".113",".13",".156",".106",".136",".128",".11",".002",".001",
"함양군","상업지역","지가변동률[%]","%",".042",".092",".107",".097",".109",".161",".1",".064",".069",".011","-.009",
"함양군","공업지역","지가변동률[%]","%",".029",".104",".1",".071",".103",".142",".131",".067",".064",".022",".02",
"함양군","녹지지역","지가변동률[%]","%",".138",".327",".268",".262",".288",".308",".203",".244",".217",".115",".096",
"함양군","보전관리지역","지가변동률[%]","%",".115",".196",".124",".12",".127",".111",".121",".099",".11",".101",".053",
"함양군","생산관리지역","지가변동률[%]","%",".144",".176",".151",".149",".127",".142",".154",".116",".148",".123",".057",
